"기준코인","대상코인","상관계수","순서"
"NEAR","FCT2",0.443,63
"NEAR","DOT",0.436,64
"NEAR","UPP",0.436,65
"NEAR","SC",0.433,66
"NEAR","MLK",0.428,67
"NEAR","POLYX",0.427,68
"NEAR","TT",0.422,69
"NEAR","EOS",0.41,70
"NEAR","WAXP",0.41,71
"NEAR","MASK",0.397,72
"NEAR","BAT",0.396,73
"NEAR","ORBS",0.384,74
"NEAR","XLM",0.384,75
"NEAR","BCH",0.369,76
"NEAR","AQT",0.365,77
"NEAR","AERGO",0.361,78
"NEAR","GMT",0.361,79
"NEAR","QTUM",0.359,80
"NEAR","TFUEL",0.358,81
"NEAR","SAND",0.352,82
"NEAR","AHT",0.34,83
"NEAR","CBK",0.322,84
"NEAR","STRIKE",0.316,85
"NEAR","XTZ",0.308,86
"NEAR","ARB",-0.304,87
"NEAR","LSK",0.292,88
"NEAR","SUI",0.289,89
"NEAR","ATOM",0.284,90
"NEAR","MANA",0.268,91
"NEAR","SBD",0.262,92
"NEAR","GLM",0.244,93
"NEAR","JST",0.243,94
"NEAR","SNT",0.242,95
"NEAR","GAS",0.236,96
"NEAR","ASTR",-0.229,97
"NEAR","MTL",0.229,98
"NEAR","IMX",-0.228,99
"NEAR","STX",0.223,100
"NEAR","META",0.202,101
"NEAR","NEO",0.201,102
"NEAR","DKA",0.193,103
"NEAR","BTT",0.187,104
"NEAR","HBAR",0.181,105
"NEAR","ETC",0.168,106
"NEAR","SEI",0.167,107
"NEAR","STRAX",0.155,108
"NEAR","CRE",0.148,109
"NEAR","MATIC",0.126,110
"NEAR","ELF",-0.113,111
"NEAR","LINK",-0.097,112
"NEAR","BSV",-0.043,113
"NEAR","STORJ",0.043,114
"NEAR","ADA",-0.036,115
"NEAR","MINA",0.028,116
"NEAR","EGLD",0.022,117
"NEAR","CHZ",-0.005,118
"NEO","NEO",1,1
"NEO","QTUM",0.716,2
"NEO","TFUEL",0.694,3
"NEO","ETC",0.66,4
"NEO","1INCH",0.65,5
"NEO","CHZ",0.635,6
"NEO","EOS",0.616,7
"NEO","PUNDIX",0.612,8
"NEO","BSV",0.584,9
"NEO","ONG",0.58,10
"NEO","IOST",0.578,11
"NEO","SXP",0.576,12
"NEO","BTT",0.572,13
"NEO","GLM",0.56,14
"NEO","SNT",0.559,15
"NEO","ORBS",0.547,16
"NEO","CRO",0.541,17
"NEO","BAT",0.539,18
"NEO","XEC",0.525,19
"NEO","GAS",0.521,20
"NEO","JST",0.514,21
"NEO","ETH",0.512,22
"NEO","HIVE",0.512,23
"NEO","SHIB",0.51,24
"NEO","XLM",0.494,25
"NEO","BORA",0.489,26
"NEO","ONT",0.488,27
"NEO","ARDR",0.487,28
"NEO","STEEM",0.482,29
"NEO","MLK",0.478,30
"NEO","DKA",0.46,31
"NEO","ELF",0.46,32
"NEO","TON",0.459,33
"NEO","DOGE",0.457,34
"NEO","XEM",0.457,35
"NEO","XTZ",0.457,36
"NEO","ICX",0.453,37
"NEO","STRIKE",0.446,38
"NEO","CBK",0.442,39
"NEO","AAVE",0.441,40
"NEO","SBD",0.436,41
"NEO","KAVA",0.43,42
"NEO","BTC",0.428,43
"NEO","AERGO",0.405,44
"NEO","HPO",0.405,45
"NEO","SAND",0.404,46
"NEO","CRE",0.39,47
"NEO","IOTA",0.389,48
"NEO","STMX",0.386,49
"NEO","ZIL",0.381,50
"NEO","AXS",0.374,51
"NEO","FCT2",0.37,52
"NEO","MANA",0.367,53
"NEO","MED",0.367,54
"NEO","MBL",0.363,55
"NEO","TT",0.36,56
"NEO","MTL",0.357,57
"NEO","THETA",0.357,58
"NEO","BTG",0.356,59
"NEO","AQT",0.351,60
"NEO","STORJ",0.349,61
"NEO","ANKR",0.342,62
"NEO","DOT",0.34,63
"NEO","POWR",0.34,64
"NEO","AHT",0.339,65
"NEO","META",0.338,66
"NEO","STPT",0.335,67
"NEO","ARK",0.324,68
"NEO","UPP",0.319,69
"NEO","LSK",0.317,70
"NEO","MOC",0.316,71
"NEO","VET",0.315,72
"NEO","GMT",0.314,73
"NEO","XRP",0.311,74
"NEO","QKC",0.307,75
"NEO","BCH",0.303,76
"NEO","FLOW",0.302,77
"NEO","ADA",0.301,78
"NEO","HUNT",0.295,79
"NEO","ALGO",0.284,80
"NEO","KNC",0.28,81
"NEO","CELO",0.279,82
"NEO","LOOM",0.274,83
"NEO","ATOM",0.26,84
"NEO","WAXP",0.258,85
"NEO","GRS",0.246,86
"NEO","SUI",-0.238,87
"NEO","ASTR",0.233,88
"NEO","HBAR",0.233,89
"NEO","PYTH",-0.204,90
"NEO","NEAR",0.201,91
"NEO","HIFI",0.19,92
"NEO","MATIC",0.19,93
"NEO","EGLD",0.185,94
"NEO","T",0.183,95
"NEO","SC",0.182,96
"NEO","MASK",0.18,97
"NEO","STRAX",0.173,98
"NEO","WAVES",0.171,99
"NEO","ARB",0.157,100
"NEO","APT",-0.152,101
"NEO","LINK",0.147,102
"NEO","CVC",0.143,103
"NEO","SEI",-0.141,104
"NEO","STX",-0.131,105
"NEO","MINA",0.112,106
"NEO","CTC",0.097,107
"NEO","MVL",0.097,108
"NEO","IMX",0.081,109
"NEO","GRT",0.08,110
"NEO","AVAX",-0.079,111
"NEO","IQ",0.069,112
"NEO","POLYX",0.055,113
"NEO","TRX",0.055,114
"NEO","SOL",-0.044,115
"NEO","ID",-0.039,116
"NEO","ZRX",-0.018,117
"NEO","BLUR",-0.007,118
"ONG","ONG",1,1
"ONG","SXP",0.904,2
"ONG","IOST",0.876,3
"ONG","HIVE",0.866,4
"ONG","ORBS",0.865,5
"ONG","1INCH",0.837,6
"ONG","HPO",0.83,7
"ONG","STPT",0.829,8
"ONG","MLK",0.826,9
"ONG","IOTA",0.82,10
"ONG","ONT",0.817,11
"ONG","BAT",0.801,12
"ONG","FCT2",0.798,13
"ONG","TON",0.795,14
"ONG","STMX",0.793,15
"ONG","XEM",0.788,16
"ONG","ICX",0.787,17
"ONG","STEEM",0.785,18
"ONG","AERGO",0.783,19
"ONG","BORA",0.782,20
"ONG","EOS",0.773,21
"ONG","GAS",0.772,22
"ONG","SNT",0.772,23
"ONG","XTZ",0.766,24
"ONG","ALGO",0.764,25
"ONG","LOOM",0.764,26
"ONG","CBK",0.763,27
"ONG","SAND",0.762,28
"ONG","STRIKE",0.754,29
"ONG","DKA",0.751,30
"ONG","ARK",0.748,31
"ONG","QTUM",0.745,32
"ONG","ZIL",0.745,33
"ONG","KNC",0.742,34
"ONG","XLM",0.735,35
"ONG","MOC",0.732,36
"ONG","AQT",0.717,37
"ONG","META",0.717,38
"ONG","MBL",0.715,39
"ONG","MED",0.714,40
"ONG","AAVE",0.713,41
"ONG","AXS",0.713,42
"ONG","KAVA",0.71,43
"ONG","FLOW",0.707,44
"ONG","TT",0.699,45
"ONG","POWR",0.693,46
"ONG","MANA",0.692,47
"ONG","ARDR",0.69,48
"ONG","BTT",0.69,49
"ONG","CRO",0.688,50
"ONG","GLM",0.678,51
"ONG","ETC",0.674,52
"ONG","STORJ",0.673,53
"ONG","ETH",0.672,54
"ONG","SBD",0.671,55
"ONG","JST",0.67,56
"ONG","DOT",0.669,57
"ONG","ATOM",0.666,58
"ONG","SHIB",0.664,59
"ONG","GMT",0.652,60
"ONG","CELO",0.639,61
"ONG","QKC",0.636,62
"ONG","HBAR",0.632,63
"ONG","UPP",0.628,64
"ONG","AHT",0.619,65
"ONG","BSV",0.609,66
"ONG","WAXP",0.609,67
"ONG","HUNT",0.599,68
"ONG","BTC",0.597,69
"ONG","CRE",0.587,70
"ONG","ELF",0.587,71
"ONG","BTG",0.583,72
"ONG","THETA",0.582,73
"ONG","CHZ",0.58,74
"ONG","NEO",0.58,75
"ONG","SC",0.58,76
"ONG","GRS",0.578,77
"ONG","WAVES",0.567,78
"ONG","XRP",0.559,79
"ONG","DOGE",0.543,80
"ONG","XEC",0.537,81
"ONG","ADA",0.535,82
"ONG","STRAX",0.533,83
"ONG","MATIC",0.517,84
"ONG","MTL",0.501,85
"ONG","LINK",0.494,86
"ONG","NEAR",0.487,87
"ONG","ANKR",0.48,88
"ONG","EGLD",0.47,89
"ONG","LSK",0.469,90
"ONG","GRT",0.462,91
"ONG","HIFI",0.444,92
"ONG","PUNDIX",0.435,93
"ONG","TFUEL",0.423,94
"ONG","MINA",0.422,95
"ONG","CTC",0.421,96
"ONG","MVL",0.413,97
"ONG","IQ",0.41,98
"ONG","MASK",0.4,99
"ONG","CVC",0.366,100
"ONG","IMX",0.351,101
"ONG","T",0.337,102
"ONG","ZRX",0.31,103
"ONG","ARB",0.297,104
"ONG","ASTR",0.28,105
"ONG","VET",0.279,106
"ONG","ID",0.233,107
"ONG","SEI",0.23,108
"ONG","AVAX",0.21,109
"ONG","APT",0.204,110
"ONG","BCH",0.178,111
"ONG","SOL",0.149,112
"ONG","POLYX",0.123,113
"ONG","BLUR",0.071,114
"ONG","TRX",-0.058,115
"ONG","PYTH",0.051,116
"ONG","STX",-0.045,117
"ONG","SUI",-0.002,118
"ONT","ONT",1,1
"ONT","ARK",0.89,2
"ONT","XEM",0.886,3
"ONT","HIVE",0.88,4
"ONT","HPO",0.877,5
"ONT","TON",0.876,6
"ONT","ZIL",0.875,7
"ONT","AAVE",0.874,8
"ONT","STMX",0.874,9
"ONT","FLOW",0.871,10
"ONT","STPT",0.869,11
"ONT","ALGO",0.862,12
"ONT","STEEM",0.861,13
"ONT","1INCH",0.859,14
"ONT","MED",0.855,15
"ONT","SXP",0.849,16
"ONT","KNC",0.848,17
"ONT","KAVA",0.829,18
"ONT","BTC",0.824,19
"ONT","THETA",0.818,20
"ONT","ONG",0.817,21
"ONT","BORA",0.813,22
"ONT","IOST",0.809,23
"ONT","IOTA",0.801,24
"ONT","MOC",0.801,25
"ONT","LOOM",0.794,26
"ONT","ICX",0.791,27
"ONT","EOS",0.788,28
"ONT","WAVES",0.787,29
"ONT","FCT2",0.785,30
"ONT","MLK",0.784,31
"ONT","XLM",0.775,32
"ONT","ETH",0.766,33
"ONT","ORBS",0.764,34
"ONT","GRS",0.762,35
"ONT","POWR",0.758,36
"ONT","BTG",0.757,37
"ONT","SHIB",0.756,38
"ONT","SAND",0.755,39
"ONT","ARDR",0.749,40
"ONT","QKC",0.748,41
"ONT","AXS",0.744,42
"ONT","QTUM",0.742,43
"ONT","NEAR",0.735,44
"ONT","BAT",0.732,45
"ONT","DOT",0.724,46
"ONT","MBL",0.721,47
"ONT","CRO",0.716,48
"ONT","CTC",0.712,49
"ONT","AERGO",0.711,50
"ONT","GRT",0.704,51
"ONT","IQ",0.702,52
"ONT","TT",0.701,53
"ONT","CBK",0.699,54
"ONT","XRP",0.699,55
"ONT","XTZ",0.687,56
"ONT","STRIKE",0.685,57
"ONT","HUNT",0.682,58
"ONT","META",0.667,59
"ONT","AQT",0.662,60
"ONT","MANA",0.657,61
"ONT","ATOM",0.651,62
"ONT","CELO",0.649,63
"ONT","BTT",0.638,64
"ONT","ZRX",0.636,65
"ONT","HIFI",0.624,66
"ONT","DKA",0.621,67
"ONT","GAS",0.62,68
"ONT","MVL",0.611,69
"ONT","SNT",0.611,70
"ONT","DOGE",0.596,71
"ONT","SBD",0.595,72
"ONT","GLM",0.59,73
"ONT","GMT",0.586,74
"ONT","AHT",0.585,75
"ONT","ANKR",0.581,76
"ONT","WAXP",0.579,77
"ONT","ID",0.57,78
"ONT","UPP",0.57,79
"ONT","HBAR",0.567,80
"ONT","AVAX",0.563,81
"ONT","STRAX",0.562,82
"ONT","XEC",0.558,83
"ONT","JST",0.556,84
"ONT","ETC",0.554,85
"ONT","SC",0.541,86
"ONT","STORJ",0.52,87
"ONT","APT",0.51,88
"ONT","CRE",0.493,89
"ONT","MTL",0.492,90
"ONT","NEO",0.488,91
"ONT","SOL",0.488,92
"ONT","PUNDIX",0.471,93
"ONT","MATIC",0.464,94
"ONT","LSK",0.457,95
"ONT","PYTH",0.441,96
"ONT","TFUEL",0.403,97
"ONT","ELF",0.401,98
"ONT","ADA",0.4,99
"ONT","CVC",0.391,100
"ONT","MASK",0.39,101
"ONT","T",0.383,102
"ONT","BSV",0.356,103
"ONT","MINA",0.354,104
"ONT","EGLD",0.352,105
"ONT","TRX",-0.323,106
"ONT","SEI",0.319,107
"ONT","CHZ",0.305,108
"ONT","LINK",0.302,109
"ONT","POLYX",0.261,110
"ONT","SUI",0.219,111
"ONT","BCH",0.191,112
"ONT","IMX",0.17,113
"ONT","STX",0.162,114
"ONT","BLUR",-0.159,115
"ONT","ARB",0.151,116
"ONT","ASTR",0.091,117
"ONT","VET",-0.04,118
"ORBS","ORBS",1,1
"ORBS","IOST",0.937,2
"ORBS","MLK",0.909,3
"ORBS","SXP",0.901,4
"ORBS","IOTA",0.895,5
"ORBS","DKA",0.876,6
"ORBS","1INCH",0.866,7
"ORBS","ONG",0.865,8
"ORBS","STRIKE",0.865,9
"ORBS","HIVE",0.854,10
"ORBS","XTZ",0.85,11
"ORBS","FCT2",0.848,12
"ORBS","CBK",0.844,13
"ORBS","SNT",0.831,14
"ORBS","BAT",0.827,15
"ORBS","SAND",0.824,16
"ORBS","TON",0.821,17
"ORBS","GAS",0.819,18
"ORBS","MBL",0.816,19
"ORBS","STPT",0.814,20
"ORBS","MANA",0.811,21
"ORBS","TT",0.811,22
"ORBS","XEM",0.811,23
"ORBS","STORJ",0.808,24
"ORBS","HPO",0.805,25
"ORBS","LOOM",0.801,26
"ORBS","ZIL",0.801,27
"ORBS","HBAR",0.798,28
"ORBS","ARK",0.796,29
"ORBS","AXS",0.796,30
"ORBS","ETH",0.791,31
"ORBS","ALGO",0.787,32
"ORBS","AQT",0.787,33
"ORBS","STMX",0.784,34
"ORBS","ATOM",0.781,35
"ORBS","KNC",0.781,36
"ORBS","ICX",0.78,37
"ORBS","SBD",0.779,38
"ORBS","BORA",0.771,39
"ORBS","META",0.771,40
"ORBS","AERGO",0.77,41
"ORBS","ONT",0.764,42
"ORBS","QTUM",0.763,43
"ORBS","DOT",0.755,44
"ORBS","KAVA",0.751,45
"ORBS","AAVE",0.747,46
"ORBS","EOS",0.743,47
"ORBS","POWR",0.739,48
"ORBS","STEEM",0.737,49
"ORBS","MED",0.736,50
"ORBS","AHT",0.733,51
"ORBS","JST",0.731,52
"ORBS","XLM",0.73,53
"ORBS","ETC",0.72,54
"ORBS","FLOW",0.72,55
"ORBS","CELO",0.717,56
"ORBS","MOC",0.717,57
"ORBS","ELF",0.713,58
"ORBS","GMT",0.703,59
"ORBS","BTT",0.698,60
"ORBS","CHZ",0.677,61
"ORBS","MATIC",0.677,62
"ORBS","GLM",0.669,63
"ORBS","ADA",0.663,64
"ORBS","SC",0.663,65
"ORBS","CRO",0.662,66
"ORBS","CRE",0.658,67
"ORBS","SHIB",0.653,68
"ORBS","QKC",0.642,69
"ORBS","BSV",0.632,70
"ORBS","LINK",0.627,71
"ORBS","STRAX",0.625,72
"ORBS","THETA",0.625,73
"ORBS","WAXP",0.6,74
"ORBS","ARDR",0.596,75
"ORBS","MINA",0.59,76
"ORBS","GRS",0.589,77
"ORBS","EGLD",0.567,78
"ORBS","WAVES",0.567,79
"ORBS","XRP",0.564,80
"ORBS","UPP",0.554,81
"ORBS","NEO",0.547,82
"ORBS","BTG",0.545,83
"ORBS","MTL",0.544,84
"ORBS","BTC",0.538,85
"ORBS","HUNT",0.526,86
"ORBS","GRT",0.516,87
"ORBS","ARB",0.506,88
"ORBS","IMX",0.505,89
"ORBS","LSK",0.469,90
"ORBS","TFUEL",0.454,91
"ORBS","ASTR",0.443,92
"ORBS","DOGE",0.424,93
"ORBS","VET",0.424,94
"ORBS","ANKR",0.415,95
"ORBS","IQ",0.408,96
"ORBS","XEC",0.4,97
"ORBS","NEAR",0.384,98
"ORBS","SEI",0.362,99
"ORBS","CTC",0.333,100
"ORBS","HIFI",0.33,101
"ORBS","MVL",0.323,102
"ORBS","MASK",0.321,103
"ORBS","ZRX",0.293,104
"ORBS","PUNDIX",0.29,105
"ORBS","BLUR",0.279,106
"ORBS","ID",0.249,107
"ORBS","T",0.227,108
"ORBS","CVC",0.224,109
"ORBS","STX",-0.195,110
"ORBS","AVAX",0.16,111
"ORBS","TRX",0.137,112
"ORBS","APT",0.111,113
"ORBS","SUI",-0.037,114
"ORBS","POLYX",-0.029,115
"ORBS","PYTH",0.019,116
"ORBS","SOL",0.019,117
"ORBS","BCH",0.003,118
"POLYX","POLYX",1,1
"POLYX","CVC",0.917,2
"POLYX","TRX",-0.887,3
"POLYX","T",0.882,4
"POLYX","BCH",0.828,5
"POLYX","BLUR",-0.815,6
"POLYX","ARB",-0.803,7
"POLYX","ASTR",-0.803,8
"POLYX","STX",0.793,9
"POLYX","DOGE",0.74,10
"POLYX","HIFI",0.739,11
"POLYX","ANKR",0.725,12
"POLYX","CTC",0.719,13
"POLYX","MVL",0.681,14
"POLYX","ADA",-0.677,15
"POLYX","SUI",0.653,16
"POLYX","MATIC",-0.647,17
"POLYX","APT",0.632,18
"POLYX","SOL",0.626,19
"POLYX","MINA",-0.618,20
"POLYX","IMX",-0.61,21
"POLYX","EGLD",-0.586,22
"POLYX","MASK",0.574,23
"POLYX","ARDR",0.527,24
"POLYX","HUNT",0.526,25
"POLYX","LINK",-0.521,26
"POLYX","XEC",0.52,27
"POLYX","SEI",-0.516,28
"POLYX","BTC",0.47,29
"POLYX","VET",-0.463,30
"POLYX","WAXP",0.458,31
"POLYX","NEAR",0.427,32
"POLYX","PUNDIX",0.415,33
"POLYX","HBAR",-0.41,34
"POLYX","STRAX",-0.41,35
"POLYX","STMX",0.397,36
"POLYX","DKA",-0.395,37
"POLYX","SBD",-0.395,38
"POLYX","DOT",-0.383,39
"POLYX","ATOM",-0.378,40
"POLYX","GRS",0.367,41
"POLYX","PYTH",0.363,42
"POLYX","ICX",0.348,43
"POLYX","ELF",-0.337,44
"POLYX","STEEM",0.335,45
"POLYX","STRIKE",-0.335,46
"POLYX","BTG",0.329,47
"POLYX","STORJ",-0.309,48
"POLYX","IQ",0.308,49
"POLYX","TFUEL",0.308,50
"POLYX","GMT",0.302,51
"POLYX","MANA",-0.301,52
"POLYX","ZIL",0.296,53
"POLYX","STPT",0.29,54
"POLYX","CBK",-0.286,55
"POLYX","BORA",0.281,56
"POLYX","GAS",-0.281,57
"POLYX","AVAX",0.266,58
"POLYX","ETH",-0.264,59
"POLYX","ONT",0.261,60
"POLYX","AHT",-0.251,61
"POLYX","CHZ",-0.237,62
"POLYX","AERGO",0.233,63
"POLYX","TON",0.226,64
"POLYX","META",-0.211,65
"POLYX","CRO",0.206,66
"POLYX","CRE",-0.204,67
"POLYX","WAVES",0.2,68
"POLYX","KAVA",0.197,69
"POLYX","QKC",0.197,70
"POLYX","MOC",0.185,71
"POLYX","XTZ",-0.181,72
"POLYX","BSV",-0.175,73
"POLYX","ETC",-0.173,74
"POLYX","HPO",0.168,75
"POLYX","XRP",-0.167,76
"POLYX","SXP",0.158,77
"POLYX","UPP",0.14,78
"POLYX","MBL",0.135,79
"POLYX","TT",-0.13,80
"POLYX","ONG",0.123,81
"POLYX","LOOM",0.121,82
"POLYX","FCT2",-0.119,83
"POLYX","ZRX",0.116,84
"POLYX","SHIB",0.114,85
"POLYX","MLK",-0.113,86
"POLYX","HIVE",0.111,87
"POLYX","JST",-0.111,88
"POLYX","AAVE",0.097,89
"POLYX","MTL",-0.097,90
"POLYX","THETA",0.097,91
"POLYX","XLM",-0.093,92
"POLYX","AXS",-0.092,93
"POLYX","AQT",-0.086,94
"POLYX","MED",0.085,95
"POLYX","LSK",0.081,96
"POLYX","BTT",-0.077,97
"POLYX","CELO",-0.075,98
"POLYX","GRT",0.075,99
"POLYX","IOTA",-0.074,100
"POLYX","SAND",-0.074,101
"POLYX","ALGO",-0.071,102
"POLYX","BAT",-0.064,103
"POLYX","SNT",-0.063,104
"POLYX","FLOW",0.057,105
"POLYX","NEO",0.055,106
"POLYX","QTUM",-0.045,107
"POLYX","ARK",0.034,108
"POLYX","KNC",-0.032,109
"POLYX","ORBS",-0.029,110
"POLYX","SC",0.021,111
"POLYX","POWR",0.019,112
"POLYX","GLM",0.014,113
"POLYX","1INCH",0.012,114
"POLYX","IOST",-0.011,115
"POLYX","XEM",-0.006,116
"POLYX","EOS",-0.003,117
"POLYX","ID",0.002,118
"POWR","POWR",1,1
"POWR","CELO",0.906,2
"POWR","FLOW",0.882,3
"POWR","ALGO",0.876,4
"POWR","KNC",0.857,5
"POWR","LOOM",0.851,6
"POWR","SC",0.847,7
"POWR","STPT",0.838,8
"POWR","IOTA",0.836,9
"POWR","XRP",0.825,10
"POWR","HIVE",0.82,11
"POWR","ARK",0.816,12
"POWR","XEM",0.811,13
"POWR","MOC",0.81,14
"POWR","FCT2",0.808,15
"POWR","QKC",0.805,16
"POWR","MLK",0.804,17
"POWR","IOST",0.803,18
"POWR","KAVA",0.803,19
"POWR","AQT",0.802,20
"POWR","AXS",0.796,21
"POWR","HPO",0.782,22
"POWR","AAVE",0.774,23
"POWR","STMX",0.77,24
"POWR","ONT",0.758,25
"POWR","1INCH",0.753,26
"POWR","SXP",0.753,27
"POWR","STRIKE",0.745,28
"POWR","SAND",0.743,29
"POWR","MANA",0.741,30
"POWR","ORBS",0.739,31
"POWR","TT",0.737,32
"POWR","BAT",0.728,33
"POWR","XLM",0.723,34
"POWR","ETH",0.718,35
"POWR","GRT",0.718,36
"POWR","STEEM",0.718,37
"POWR","TON",0.716,38
"POWR","MBL",0.713,39
"POWR","THETA",0.706,40
"POWR","AHT",0.703,41
"POWR","XTZ",0.699,42
"POWR","DOT",0.693,43
"POWR","ONG",0.693,44
"POWR","BORA",0.691,45
"POWR","SNT",0.691,46
"POWR","GAS",0.686,47
"POWR","DKA",0.68,48
"POWR","ZIL",0.677,49
"POWR","MINA",0.67,50
"POWR","IQ",0.669,51
"POWR","MED",0.666,52
"POWR","ZRX",0.664,53
"POWR","CBK",0.656,54
"POWR","WAVES",0.653,55
"POWR","ID",0.646,56
"POWR","ARDR",0.645,57
"POWR","BTC",0.642,58
"POWR","NEAR",0.637,59
"POWR","ICX",0.636,60
"POWR","AERGO",0.635,61
"POWR","GRS",0.624,62
"POWR","MATIC",0.618,63
"POWR","GMT",0.615,64
"POWR","ATOM",0.605,65
"POWR","STORJ",0.601,66
"POWR","HUNT",0.595,67
"POWR","EOS",0.593,68
"POWR","SBD",0.581,69
"POWR","CTC",0.566,70
"POWR","HBAR",0.566,71
"POWR","AVAX",0.551,72
"POWR","LINK",0.549,73
"POWR","META",0.545,74
"POWR","UPP",0.54,75
"POWR","WAXP",0.534,76
"POWR","QTUM",0.528,77
"POWR","EGLD",0.52,78
"POWR","ADA",0.504,79
"POWR","BTG",0.504,80
"POWR","CRO",0.497,81
"POWR","ELF",0.49,82
"POWR","HIFI",0.476,83
"POWR","SEI",0.475,84
"POWR","CRE",0.474,85
"POWR","STRAX",0.455,86
"POWR","SHIB",0.451,87
"POWR","MVL",0.447,88
"POWR","PYTH",0.442,89
"POWR","CHZ",0.426,90
"POWR","ANKR",0.418,91
"POWR","IMX",0.408,92
"POWR","ETC",0.406,93
"POWR","JST",0.399,94
"POWR","ASTR",0.392,95
"POWR","GLM",0.392,96
"POWR","BTT",0.366,97
"POWR","NEO",0.34,98
"POWR","BSV",0.325,99
"POWR","TFUEL",0.305,100
"POWR","PUNDIX",0.296,101
"POWR","DOGE",0.289,102
"POWR","SOL",0.289,103
"POWR","ARB",0.282,104
"POWR","APT",0.237,105
"POWR","MASK",0.232,106
"POWR","T",0.232,107
"POWR","CVC",0.198,108
"POWR","MTL",0.197,109
"POWR","XEC",0.197,110
"POWR","LSK",0.174,111
"POWR","VET",0.154,112
"POWR","TRX",-0.119,113
"POWR","BLUR",0.112,114
"POWR","SUI",0.071,115
"POWR","BCH",-0.031,116
"POWR","POLYX",0.019,117
"POWR","STX",-0.01,118
"PUNDIX","PUNDIX",1,1
"PUNDIX","XEC",0.728,2
"PUNDIX","BTC",0.704,3
"PUNDIX","TFUEL",0.677,4
"PUNDIX","BCH",0.629,5
"PUNDIX","DOGE",0.62,6
"PUNDIX","ANKR",0.612,7
"PUNDIX","NEO",0.612,8
"PUNDIX","NEAR",0.607,9
"PUNDIX","STEEM",0.588,10
"PUNDIX","HUNT",0.581,11
"PUNDIX","BLUR",-0.563,12
"PUNDIX","CRO",0.563,13
"PUNDIX","BTG",0.544,14
"PUNDIX","ARDR",0.541,15
"PUNDIX","SHIB",0.531,16
"PUNDIX","HIFI",0.53,17
"PUNDIX","QTUM",0.496,18
"PUNDIX","THETA",0.493,19
"PUNDIX","LSK",0.471,20
"PUNDIX","ONT",0.471,21
"PUNDIX","QKC",0.462,22
"PUNDIX","1INCH",0.459,23
"PUNDIX","TRX",-0.459,24
"PUNDIX","CTC",0.456,25
"PUNDIX","ETC",0.454,26
"PUNDIX","ZIL",0.451,27
"PUNDIX","BORA",0.45,28
"PUNDIX","HIVE",0.45,29
"PUNDIX","SOL",0.445,30
"PUNDIX","AAVE",0.443,31
"PUNDIX","SXP",0.44,32
"PUNDIX","ONG",0.435,33
"PUNDIX","CVC",0.434,34
"PUNDIX","T",0.434,35
"PUNDIX","POLYX",0.415,36
"PUNDIX","ICX",0.414,37
"PUNDIX","STMX",0.406,38
"PUNDIX","EOS",0.405,39
"PUNDIX","TON",0.393,40
"PUNDIX","MOC",0.386,41
"PUNDIX","BTT",0.384,42
"PUNDIX","IMX",-0.384,43
"PUNDIX","XEM",0.384,44
"PUNDIX","HPO",0.377,45
"PUNDIX","FLOW",0.369,46
"PUNDIX","GLM",0.365,47
"PUNDIX","KAVA",0.358,48
"PUNDIX","ETH",0.35,49
"PUNDIX","GRS",0.348,50
"PUNDIX","ARB",-0.339,51
"PUNDIX","MVL",0.335,52
"PUNDIX","IOST",0.329,53
"PUNDIX","VET",-0.326,54
"PUNDIX","JST",0.323,55
"PUNDIX","STPT",0.317,56
"PUNDIX","IQ",0.316,57
"PUNDIX","MED",0.309,58
"PUNDIX","MLK",0.308,59
"PUNDIX","MTL",0.308,60
"PUNDIX","SEI",-0.298,61
"PUNDIX","POWR",0.296,62
"PUNDIX","MASK",0.293,63
"PUNDIX","LINK",-0.292,64
"PUNDIX","ASTR",-0.291,65
"PUNDIX","BSV",0.291,66
"PUNDIX","ORBS",0.29,67
"PUNDIX","ARK",0.286,68
"PUNDIX","XLM",0.279,69
"PUNDIX","WAVES",0.276,70
"PUNDIX","ZRX",0.276,71
"PUNDIX","KNC",0.272,72
"PUNDIX","CHZ",0.268,73
"PUNDIX","BAT",0.266,74
"PUNDIX","MINA",-0.265,75
"PUNDIX","ALGO",0.259,76
"PUNDIX","IOTA",0.257,77
"PUNDIX","UPP",0.246,78
"PUNDIX","ID",0.235,79
"PUNDIX","XRP",0.231,80
"PUNDIX","AXS",0.23,81
"PUNDIX","AVAX",0.219,82
"PUNDIX","GRT",0.216,83
"PUNDIX","SNT",0.21,84
"PUNDIX","AERGO",0.208,85
"PUNDIX","WAXP",0.207,86
"PUNDIX","GMT",0.206,87
"PUNDIX","EGLD",-0.205,88
"PUNDIX","MBL",0.204,89
"PUNDIX","STRIKE",0.203,90
"PUNDIX","LOOM",0.199,91
"PUNDIX","PYTH",0.197,92
"PUNDIX","SBD",0.196,93
"PUNDIX","FCT2",0.185,94
"PUNDIX","DOT",0.184,95
"PUNDIX","CBK",0.179,96
"PUNDIX","TT",0.177,97
"PUNDIX","XTZ",0.17,98
"PUNDIX","AHT",0.156,99
"PUNDIX","SAND",0.155,100
"PUNDIX","APT",0.152,101
"PUNDIX","ADA",-0.15,102
"PUNDIX","MATIC",-0.139,103
"PUNDIX","DKA",0.127,104
"PUNDIX","CELO",0.123,105
"PUNDIX","SC",0.122,106
